image_id,preprocess_ms,set_tensor_ms,invoke_ms,get_tensor_ms,postprocess_ms,total_ms,delegate_active
397133,73.40743199995359,0.7494799999676616,145.66579100005583,0.44934599998214253,96.98396600003889,317.2560149999981,True
37777,65.07940599999529,0.7526050000024043,146.0455900000852,0.4745549999825016,81.02556099993308,293.3777169999985,True
252219,71.13049200006571,0.7743139999547566,145.75404000004255,0.4569709999486804,82.02321400005985,300.13903100007155,True
87038,69.04643399991528,0.7596040001089932,146.07892499998343,0.45884600001500075,80.51225499991688,296.8560639999396,True
174482,69.66449200001534,0.7572709999976723,144.63363199990908,0.45805400009157893,80.17328599999018,295.68673500000386,True
403385,71.48316699999668,0.8656909999444906,144.25733000007313,0.4596789999595785,81.49382300007346,298.55969000004734,True
6818,65.30953599997247,0.7456460000412335,145.49265599998762,0.45138699999824894,75.30994199998986,287.30916699998943,True
480985,68.0201960000204,0.7443120000516501,145.85374899991166,1.6395449999890843,79.99232100007703,296.2501230000498,True
458054,72.02868099989246,0.8386490000020785,145.4296090000753,0.453513000024941,81.37819299997773,300.1286449999725,True
331352,63.75124200008031,0.7313539999813656,145.19681100000525,0.4626379999308483,76.5870590000759,286.7291040000737,True
296649,69.60207199995239,0.7477709999648141,144.92513700008658,0.44855399994503387,82.31938500000524,298.04291899995405,True
386912,70.65530800002762,0.7346460000690058,144.3023250000124,0.46384699999180157,78.47365199995693,294.62977800005774,True
502136,70.58084899995265,0.7496450000417099,144.58091699998477,0.454929999932574,80.25766000002932,296.624000999941,True
491497,64.94485799998984,0.8420650000289243,144.6497099999533,0.4631799999970099,82.3448849999977,293.2446979999668,True
184791,67.58834800007207,0.714102999950228,146.0057040000038,0.4398040000523906,75.47898399991482,290.2269429999933,True
348881,64.05991500002983,0.703644999930475,145.33018500003436,0.4432199999655495,77.24807500005682,287.78504000001703,True
289393,62.88029799998185,0.7038530000045284,145.367436000015,0.45705499996984145,76.98860899995452,286.39725099992575,True
522713,62.540788999967845,0.7158949999848119,145.78786499998841,0.4621379999889541,78.58769400002075,288.0943809999508,True
181666,64.47496700002375,0.749437999957081,144.5629940000117,0.45547100000931096,85.1077099999884,295.35057999999026,True
17627,71.7892129999882,0.7541039999523491,146.10270500008937,0.4630129999441124,83.58562499995514,302.6946599999292,True
143931,71.01923300001545,0.732894999941891,144.8057100000142,0.45563800006220845,76.05341499993301,293.06689099996674,True
303818,67.13562300001286,0.7151039999371278,146.0069490000251,0.45976199999131495,79.35258999998496,293.67002799995134,True
463730,66.2870160000466,0.7508539999889763,144.9020019999807,0.44951300003504,85.46996799998396,297.8593530000353,True
460347,68.2614879999619,0.7698970000546979,145.127341000034,0.44572100000550563,80.93800799997553,295.5424550000316,True
322864,68.41078399997969,0.7131030000664396,147.91458399997737,0.5209309999827383,78.2433489999903,295.80275099999653,True
226111,63.977158999932726,0.7568960000980951,145.53122499989968,0.46059600003900414,73.58896900007039,284.3148450000399,True
153299,67.1720400000595,0.7298959999388899,145.62064400001873,0.4615960000364794,76.01599500003431,290.0001710000879,True
308394,63.57006400003229,0.7414379999772791,144.7768289999658,1.7519650000394904,80.3406149999546,291.18091099996946,True
456496,71.48128399990128,0.7442700000410696,144.87032900001395,0.45638799997504975,80.86950400002024,298.4217749999516,True
58636,71.87492000002749,0.7215199999563993,145.08108500001526,0.45342999999320455,74.06902200000332,292.19997699999567,True
41888,74.12998300003437,0.884400000018104,145.39584299996022,0.4533459999720435,80.95071499997175,301.8142869999565,True
184321,72.13955200006694,0.826022999945053,147.00313599996662,0.5732660000603573,79.68217799998456,300.22415500002353,True
565778,73.60063399994488,0.7612709999875733,144.6573210000679,0.4540539999879911,81.45476899994719,300.9280489999355,True
297343,67.59521600008611,0.7584789999555142,145.89043900002707,0.5781819999128857,78.27651400009472,293.0988300000763,True
336587,67.54554799999823,0.7469789999277054,145.95081400000254,0.44622100006108667,76.0222829999293,290.71184499991887,True
122745,59.46890600000643,0.7118949999949109,143.73670899999524,0.4596380000521094,77.17973100000108,281.5568790000498,True
219578,69.20505100003993,0.7648970000673216,145.29841899991425,0.42846999997436797,81.92911400010416,297.62595100010003,True
555705,66.0698809999758,0.8974410000064381,147.63115099992774,0.462097000081485,79.52771299994765,294.5882829999391,True
443303,64.41562600002726,0.7463539999434943,145.84834900006172,0.49547199989774526,76.86263800007964,288.36843900000986,True
500663,63.11350600003607,0.700060999974994,144.8809060000258,0.4599289999305256,77.79770600006941,286.9521080000368,True
418281,71.43557100005182,0.7574789999580389,144.7575270000243,0.4338869999855888,81.84015200004069,299.22461600006045,True
25560,69.9496120000731,0.7487709999622894,145.89439099995616,0.46492900003158866,79.89163800004917,296.9493410000723,True
403817,66.05516899992381,0.7598550000693649,144.91719599993758,0.4670959999657498,80.73841100008394,292.93772699998044,True
85329,69.89798500001143,0.7401869999057453,146.36682000002565,0.4621369999995295,78.06462899998223,295.5317579999246,True
329323,69.03741999997237,0.7173950000378682,144.80223400005343,0.4539709999562547,80.13239399997474,295.14341399999466,True
239274,72.62689300000602,0.6731439999612121,144.71464600001127,0.43626199999380333,78.16188100002819,296.6128260000005,True
286994,66.3594689999627,0.6816019999860146,146.58278100000643,0.552557999981218,78.06271000004017,292.23911999997654,True
511321,68.07160000005297,0.7930219999252586,146.18814499999644,1.774883000052796,80.6754909999654,297.50314099999287,True
314294,73.53420999993432,0.8347310000544894,145.63829499991243,0.46722100000806677,76.91938599998593,297.39384299989524,True
233771,71.20297799997388,0.683852000065599,145.94176100001732,0.461262999920109,81.06054300003507,299.350397000012,True
475779,71.54977899995174,0.7302699999627293,145.0694040000826,0.44667899999240035,74.8851209999657,292.6812529999552,True
301867,65.69207400002597,0.851191000037943,145.32186799999636,0.45838799997000024,77.08309700001337,289.40661800004364,True
312421,67.52345699999296,0.87427400001161,145.80075499998202,0.43092900000374357,82.37366100001964,297.00307600000997,True
185250,69.77739500007374,0.8456900000055612,146.98407899993526,0.463429999967957,79.91559300000972,297.98618699999224,True
356427,68.99120700006733,0.7134779999660168,144.92781399997057,0.4313870000487441,76.12265399995977,291.1865400000124,True
572517,71.61711200001264,0.7429370000409108,145.11014999993677,1.6882140000689105,80.68227900002967,299.8406920000889,True
270244,73.70212699993317,0.7506460000286097,145.91858899996168,0.4203450000659359,78.09737499997027,298.88908199995967,True
516316,71.35097900004439,0.8317319999378014,145.0931080000828,0.46405399996274355,76.44970399996964,294.18957699999737,True
125211,74.23435099997278,0.7486460000336592,145.11156499997924,0.44551200005571445,82.3318239999935,302.8718980000349,True
